,Imagem,FEX-esperada,FEX-detectada
1180,2753,fear,fear
1181,2790,fear,surprise
1182,2791,fear,fear
1183,2793,fear,fear
1184,2798,fear,neutral
1185,2807,fear,fear
1186,2810,fear,fear
1187,282,fear,sad
1188,2833,fear,fear
1189,2835,fear,sad
1190,2852,fear,angry
1191,2859,fear,fear
1192,2860,fear,sad
1193,2864,fear,surprise
1194,2875,fear,surprise
1195,2876,fear,neutral
1196,2886,fear,surprise
1197,2902,fear,surprise
1198,2912,fear,surprise
1199,2937,fear,fear
1200,2939,fear,happy
1201,2940,fear,sad
1202,2998,fear,surprise
1203,299,fear,disgust
1204,2,fear,surprise
1205,3017,fear,fear
1206,3039,fear,surprise
1207,3047,fear,fear
1208,3049,fear,sad
1209,3054,fear,fear
1210,3098,fear,disgust
1211,3114,fear,fear
1212,3117,fear,happy
1213,3125,fear,fear
1214,312,fear,surprise
1215,3134,fear,fear
1216,3143,fear,surprise
1217,3146,fear,fear
1218,3159,fear,surprise
1219,3164,fear,fear
1220,3168,fear,fear
1221,316,fear,surprise
1222,3190,fear,fear
1223,3196,fear,fear
1224,3210,fear,fear
1225,3221,fear,surprise
1226,3224,fear,sad
1227,3261,fear,fear
1228,3265,fear,surprise
1229,3278,fear,surprise
1230,3301,fear,surprise
1231,3302,fear,sad
1232,3303,fear,angry
1233,3314,fear,fear
1234,3352,fear,surprise
1235,3362,fear,fear
1236,3363,fear,angry
1237,3372,fear,fear
1238,3373,fear,surprise
1239,3386,fear,fear
1240,3390,fear,surprise
1241,3404,fear,fear
1242,341,fear,angry
1243,3425,fear,fear
1244,3427,fear,fear
1245,3435,fear,angry
1246,3440,fear,surprise
1247,3448,fear,surprise
1248,3460,fear,fear
1249,3463,fear,angry
1250,3466,fear,surprise
1251,3478,fear,surprise
1252,3488,fear,fear
1253,3501,fear,fear
1254,3506,fear,fear
1255,3512,fear,sad
1256,3513,fear,surprise
1257,3515,fear,surprise
1258,3517,fear,neutral
1259,3521,fear,fear
1260,3542,fear,fear
1261,3544,fear,surprise
1262,3548,fear,surprise
1263,3583,fear,fear
1264,3593,fear,fear
1265,3597,fear,sad
1266,3605,fear,sad
1267,3608,fear,surprise
1268,3627,fear,fear
1269,364,fear,fear
1270,3670,fear,sad
1271,3672,fear,happy
1272,3679,fear,fear
1273,3698,fear,fear
1274,3711,fear,sad
1275,3728,fear,angry
1276,3748,fear,surprise
1277,3751,fear,disgust
1278,3767,fear,surprise
1279,3788,fear,surprise
1280,3791,fear,fear
1281,3804,fear,fear
1282,3828,fear,angry
1283,3831,fear,surprise
1284,3839,fear,fear
1285,3850,fear,surprise
1286,385,fear,surprise
1287,3866,fear,sad
1288,3874,fear,sad
1289,3875,fear,neutral
1290,3883,fear,sad
1291,3886,fear,disgust
1292,3888,fear,surprise
1293,3906,fear,sad
1294,3925,fear,fear
1295,3927,fear,surprise
1296,394,fear,disgust
1297,3954,fear,surprise
1298,395,fear,surprise
1299,400,fear,surprise
1300,4034,fear,surprise
1301,403,fear,angry
1302,4050,fear,fear
1303,4055,fear,neutral
1304,4060,fear,surprise
1305,4065,fear,angry
1306,4086,fear,sad
1307,4088,fear,fear
1308,410,fear,fear
1309,4114,fear,sad
1310,4137,fear,sad
1311,4140,fear,surprise
1312,4143,fear,surprise
1313,4150,fear,neutral
1314,4166,fear,fear
1315,4181,fear,surprise
1316,419,fear,fear
1317,4203,fear,happy
1318,421,fear,neutral
1319,4222,fear,sad
1320,4228,fear,surprise
1321,4239,fear,sad
1322,4241,fear,angry
1323,4250,fear,fear
1324,4263,fear,surprise
1325,4274,fear,fear
1326,4307,fear,angry
1327,4321,fear,fear
1328,4333,fear,surprise
1329,4334,fear,happy
1330,4336,fear,angry
1331,4344,fear,surprise
1332,4349,fear,fear
1333,4353,fear,sad
1334,4358,fear,angry
1335,4363,fear,fear
1336,4369,fear,sad
1337,4374,fear,fear
1338,4377,fear,fear
1339,4386,fear,fear
1340,4389,fear,angry
1341,4390,fear,surprise
1342,4394,fear,angry
1343,4400,fear,fear
1344,4416,fear,disgust
1345,4424,fear,surprise
1346,4448,fear,fear
1347,4449,fear,fear
1348,4459,fear,fear
1349,4469,fear,angry
1350,447,fear,fear
1351,4495,fear,happy
1352,4496,fear,surprise
1353,449,fear,fear
1354,4509,fear,neutral
1355,4514,fear,surprise
1356,4516,fear,surprise
1357,4547,fear,fear
1358,4550,fear,fear
1359,4572,fear,surprise
1360,4593,fear,neutral
1361,4596,fear,fear
1362,4602,fear,fear
1363,4603,fear,surprise
1364,4607,fear,neutral
1365,4623,fear,fear
1366,4625,fear,happy
1367,4626,fear,surprise
1368,4673,fear,fear
1369,4703,fear,fear
1370,4716,fear,neutral
1371,471,fear,fear
1372,4724,fear,fear
1373,472,fear,fear
1374,4735,fear,sad
1375,4744,fear,happy
1376,4749,fear,fear
1377,4764,fear,fear
1378,4769,fear,fear
1379,4800,fear,surprise
1380,4807,fear,surprise
1381,4808,fear,fear
1382,481,fear,surprise
1383,4829,fear,fear
1384,4839,fear,surprise
1385,4878,fear,angry
1386,4881,fear,happy
1387,4884,fear,fear
1388,4895,fear,fear
1389,4924,fear,surprise
1390,4930,fear,sad
1391,4932,fear,surprise
1392,4933,fear,angry
1393,4942,fear,fear
1394,4947,fear,fear
1395,4955,fear,fear
1396,4959,fear,fear
1397,4962,fear,fear
1398,4966,fear,surprise
1399,4975,fear,fear
1400,4976,fear,fear
1401,4983,fear,sad
1402,4987,fear,happy
1403,4991,fear,happy
1404,5012,fear,fear
1405,5021,fear,surprise
1406,5022,fear,surprise
1407,503,fear,surprise
1408,5040,fear,sad
1409,5052,fear,sad
1410,5055,fear,disgust
1411,5060,fear,surprise
1412,5063,fear,fear
1413,5070,fear,surprise
1414,5074,fear,fear
1415,5077,fear,fear
1416,5092,fear,neutral
1417,5103,fear,happy
1418,5116,fear,angry
1419,5121,fear,fear
1420,5139,fear,fear
1421,5145,fear,sad
1422,5146,fear,surprise
1423,5153,fear,fear
1424,5168,fear,fear
1425,5195,fear,neutral
1426,5198,fear,fear
1427,5199,fear,fear
1428,5209,fear,angry
1429,5225,fear,sad
1430,5232,fear,fear
1431,5237,fear,surprise
1432,5238,fear,disgust
1433,5239,fear,angry
1434,5250,fear,fear
1435,529,fear,surprise
1436,5303,fear,surprise
1437,5315,fear,surprise
1438,5318,fear,fear
1439,5320,fear,surprise
1440,5341,fear,sad
1441,5344,fear,fear
1442,5383,fear,surprise
1443,5391,fear,disgust
1444,5394,fear,sad
1445,5407,fear,fear
1446,5415,fear,surprise
1447,5448,fear,surprise
1448,5453,fear,sad
1449,5480,fear,sad
1450,554,fear,surprise
1451,565,fear,surprise
1452,580,fear,surprise
1453,587,fear,fear
1454,597,fear,surprise
1455,598,fear,happy
1456,605,fear,surprise
1457,606,fear,sad
1458,622,fear,fear
1459,638,fear,fear
1460,679,fear,fear
1461,680,fear,surprise
1462,682,fear,angry
1463,68,fear,fear
1464,691,fear,surprise
1465,695,fear,fear
1466,697,fear,neutral
1467,706,fear,angry
1468,714,fear,sad
1469,716,fear,sad
1470,721,fear,fear
1471,722,fear,fear
1472,728,fear,sad
1473,738,fear,fear
1474,745,fear,fear
1475,746,fear,neutral
1476,782,fear,sad
1477,783,fear,fear
1478,802,fear,surprise
1479,805,fear,fear
1480,812,fear,happy
1481,821,fear,fear
1482,82,fear,fear
1483,847,fear,angry
1484,863,fear,surprise
1485,878,fear,surprise
1486,915,fear,surprise
1487,924,fear,fear
1488,926,fear,fear
1489,930,fear,fear
1490,933,fear,fear
1491,936,fear,angry
1492,942,fear,sad
1493,948,fear,neutral
1494,955,fear,fear
1495,968,fear,surprise
1496,96,fear,surprise
1497,974,fear,sad
1498,98,fear,surprise
1499,991,fear,angry
1500,1012,happy,happy
1501,101,happy,angry
1502,1043,happy,happy
1503,1052,happy,happy
1504,1085,happy,disgust
1505,1086,happy,happy
1506,1087,happy,happy
1507,1099,happy,neutral
1508,1107,happy,happy
1509,1140,happy,happy
1510,1147,happy,happy
1511,114,happy,happy
1512,116,happy,happy
1513,1171,happy,happy
1514,1181,happy,happy
1515,1186,happy,happy
1516,1192,happy,happy
1517,1197,happy,happy
1518,122,happy,surprise
1519,1232,happy,happy
1520,1246,happy,neutral
1521,1248,happy,happy
1522,1250,happy,happy
1523,1259,happy,happy
1524,126,happy,happy
1525,1281,happy,neutral
1526,1284,happy,happy
1527,1291,happy,happy
1528,1295,happy,happy
1529,1309,happy,happy
1530,1343,happy,happy
1531,1349,happy,happy
1532,136,happy,happy
1533,1374,happy,happy
1534,1417,happy,happy
1535,1432,happy,happy
1536,1437,happy,happy
1537,1446,happy,happy
1538,1448,happy,happy
1539,1451,happy,happy
1540,1459,happy,happy
1541,1464,happy,neutral
1542,1468,happy,happy
1543,146,happy,happy
1544,1488,happy,happy
1545,1491,happy,happy
1546,1501,happy,happy
1547,1517,happy,neutral
1548,151,happy,happy
1549,1541,happy,happy
1550,1545,happy,surprise
1551,1549,happy,happy
1552,154,happy,angry
1553,1550,happy,happy
1554,1561,happy,neutral
1555,1570,happy,happy
1556,1573,happy,happy
1557,1578,happy,happy
1558,157,happy,happy
1559,1580,happy,surprise
1560,1581,happy,happy
1561,1600,happy,disgust
1562,1603,happy,happy
1563,1610,happy,surprise
1564,1618,happy,angry
1565,1625,happy,happy
1566,1638,happy,happy
1567,1644,happy,happy
1568,1647,happy,happy
1569,1651,happy,happy
1570,1662,happy,happy
1571,1671,happy,happy
1572,1693,happy,happy
1573,16,happy,happy
1574,1700,happy,happy
1575,1706,happy,happy
1576,1714,happy,happy
1577,1729,happy,happy
1578,1734,happy,happy
1579,1740,happy,happy
1580,1747,happy,happy
1581,1750,happy,neutral
1582,1770,happy,happy
1583,1776,happy,happy
1584,1801,happy,happy
1585,180,happy,happy
1586,1812,happy,happy
1587,1824,happy,happy
1588,182,happy,surprise
1589,1831,happy,happy
1590,1832,happy,happy
1591,1849,happy,happy
1592,185,happy,happy
1593,1879,happy,happy
1594,1884,happy,happy
1595,1888,happy,happy
1596,1889,happy,happy
1597,1898,happy,happy
1598,1901,happy,sad
1599,193,happy,happy
1600,1989,happy,happy
1601,1992,happy,surprise
1602,1994,happy,surprise
1603,1997,happy,happy
1604,2003,happy,happy
1605,2006,happy,happy
1606,2015,happy,happy
1607,2021,happy,happy
1608,2049,happy,happy
1609,2061,happy,happy
1610,2064,happy,happy
1611,2065,happy,happy
1612,2080,happy,happy
1613,2113,happy,neutral
1614,2115,happy,happy
1615,2121,happy,happy
1616,2147,happy,happy
1617,2153,happy,happy
1618,2164,happy,happy
1619,2167,happy,happy
1620,2177,happy,happy
1621,218,happy,happy
1622,2208,happy,happy
1623,2209,happy,happy
1624,2230,happy,happy
1625,2237,happy,happy
1626,2241,happy,neutral
1627,2242,happy,happy
1628,2255,happy,sad
1629,2271,happy,happy
1630,2280,happy,neutral
1631,2282,happy,happy
1632,2285,happy,happy
1633,2300,happy,happy
1634,2306,happy,happy
1635,2311,happy,happy
1636,2322,happy,neutral
1637,2346,happy,happy
1638,2370,happy,happy
1639,2372,happy,happy
1640,2403,happy,happy
1641,2422,happy,happy
1642,2428,happy,happy
1643,2455,happy,happy
1644,2457,happy,happy
1645,2458,happy,happy
1646,2459,happy,happy
1647,2473,happy,happy
1648,2476,happy,happy
1649,2484,happy,happy
1650,2487,happy,neutral
1651,2492,happy,happy
1652,249,happy,happy
1653,2507,happy,neutral
1654,2521,happy,neutral
1655,2534,happy,happy
1656,2542,happy,happy
1657,2543,happy,happy
1658,2564,happy,neutral
1659,256,happy,surprise
1660,2580,happy,surprise
1661,2584,happy,happy
1662,2589,happy,happy
1663,2598,happy,neutral
1664,2601,happy,happy
1665,2615,happy,happy
1666,2622,happy,happy
1667,2681,happy,happy
1668,2684,happy,happy
1669,2690,happy,happy
1670,2699,happy,surprise
1671,2713,happy,happy
1672,2714,happy,happy
1673,2721,happy,happy
1674,2732,happy,happy
1675,2746,happy,happy
1676,2754,happy,happy
1677,2756,happy,happy
1678,2757,happy,happy
1679,2761,happy,happy
1680,2766,happy,happy
1681,2778,happy,happy
1682,2780,happy,happy
1683,2787,happy,happy
1684,2805,happy,happy
1685,2808,happy,happy
1686,2813,happy,happy
1687,2838,happy,happy
1688,2843,happy,happy
1689,2858,happy,happy
1690,2872,happy,happy
1691,2891,happy,happy
1692,2896,happy,happy
1693,2898,happy,happy
1694,2904,happy,happy
1695,2921,happy,happy
1696,2970,happy,happy
1697,297,happy,happy
1698,2990,happy,happy
1699,3012,happy,happy
1700,3020,happy,happy
1701,3027,happy,happy
1702,3046,happy,happy
1703,3051,happy,happy
1704,3053,happy,happy
1705,3076,happy,happy
1706,3082,happy,surprise
1707,3083,happy,happy
1708,3090,happy,happy
1709,310,happy,happy
1710,3133,happy,happy
1711,3136,happy,happy
1712,3139,happy,surprise
1713,3165,happy,happy
1714,3172,happy,happy
1715,3181,happy,happy
1716,3189,happy,happy
1717,3204,happy,happy
1718,3209,happy,happy
1719,3212,happy,happy
1720,3235,happy,neutral
1721,3237,happy,happy
1722,3241,happy,happy
1723,3254,happy,happy
1724,3280,happy,happy
1725,3282,happy,happy
1726,3294,happy,happy
1727,3297,happy,happy
1728,3332,happy,happy
1729,3337,happy,happy
1730,3341,happy,neutral
1731,3346,happy,happy
1732,3351,happy,happy
1733,3357,happy,happy
1734,335,happy,happy
1735,337,happy,happy
1736,3383,happy,happy
1737,3398,happy,happy
1738,3399,happy,happy
1739,3407,happy,happy
1740,3428,happy,happy
1741,3446,happy,happy
1742,3447,happy,neutral
1743,3449,happy,happy
1744,3472,happy,happy
1745,3482,happy,happy
1746,3485,happy,happy
1747,3491,happy,happy
1748,3492,happy,happy
1749,349,happy,surprise
1750,3500,happy,surprise
1751,3503,happy,happy
1752,3509,happy,happy
1753,350,happy,happy
1754,3546,happy,happy
1755,357,happy,happy
1756,3580,happy,happy
1757,3598,happy,happy
1758,35,happy,happy
1759,3601,happy,happy
1760,361,happy,happy
1761,362,happy,happy
1762,3649,happy,happy
1763,3652,happy,happy
1764,3655,happy,happy
1765,3656,happy,happy
1766,3660,happy,happy
1767,3665,happy,angry
1768,3666,happy,happy
1769,3671,happy,happy
1770,3677,happy,happy
1771,3688,happy,happy
1772,3697,happy,happy
1773,3700,happy,happy
1774,3703,happy,happy
1775,3708,happy,happy
1776,3727,happy,happy
1777,3729,happy,happy
1778,3730,happy,happy
1779,3733,happy,happy
1780,3755,happy,happy
1781,3759,happy,happy
1782,375,happy,happy
1783,3766,happy,happy
1784,376,happy,happy
1785,3771,happy,happy
1786,3772,happy,happy
1787,377,happy,surprise
1788,3797,happy,neutral
1789,3798,happy,happy
1790,3827,happy,neutral
1791,3846,happy,happy
1792,384,happy,happy
1793,3854,happy,happy
1794,3869,happy,happy
1795,3877,happy,happy
1796,387,happy,happy
1797,3887,happy,happy
1798,3891,happy,happy
1799,3899,happy,happy
1800,3912,happy,happy
1801,3920,happy,happy
1802,3965,happy,happy
1803,3993,happy,happy
1804,3995,happy,happy
1805,4008,happy,happy
1806,4011,happy,neutral
1807,4016,happy,happy
1808,4022,happy,neutral
1809,4041,happy,happy
1810,4071,happy,happy
1811,4077,happy,happy
1812,4080,happy,surprise
1813,4105,happy,disgust
1814,4121,happy,happy
1815,4136,happy,happy
1816,4147,happy,happy
1817,4163,happy,neutral
1818,4173,happy,happy
1819,4176,happy,happy
1820,4178,happy,happy
1821,417,happy,happy
1822,4194,happy,happy
1823,4217,happy,happy
1824,4220,happy,sad
1825,4221,happy,angry
1826,4225,happy,happy
1827,4230,happy,surprise
1828,4244,happy,happy
1829,4252,happy,happy
1830,4259,happy,happy
1831,4260,happy,happy
1832,4277,happy,happy
1833,4293,happy,happy
1834,4296,happy,happy
1835,4303,happy,happy
1836,4318,happy,happy
1837,4323,happy,neutral
1838,4327,happy,happy
1839,4352,happy,happy
1840,4357,happy,happy
1841,4365,happy,happy
1842,438,happy,surprise
1843,4395,happy,happy
1844,4404,happy,happy
1845,4418,happy,happy
1846,441,happy,happy
1847,4426,happy,happy
1848,4431,happy,surprise
1849,4437,happy,disgust
1850,4441,happy,happy
1851,4451,happy,happy
1852,4479,happy,happy
1853,4481,happy,happy
1854,4505,happy,happy
1855,450,happy,happy
1856,4512,happy,surprise
1857,4527,happy,happy
1858,4529,happy,neutral
1859,4532,happy,happy
1860,4536,happy,happy
1861,4558,happy,happy
1862,4561,happy,happy
1863,456,happy,happy
1864,4575,happy,happy
1865,4587,happy,happy
1866,4597,happy,happy
1867,460,happy,happy
1868,4610,happy,happy
1869,4613,happy,sad
1870,4618,happy,happy
1871,4639,happy,happy
1872,4641,happy,happy
1873,4652,happy,happy
1874,4654,happy,surprise
1875,465,happy,happy
1876,4671,happy,happy
1877,4680,happy,happy
1878,4704,happy,happy
1879,4719,happy,happy
1880,4720,happy,happy
1881,4722,happy,happy
1882,4725,happy,happy
1883,4754,happy,happy
1884,4775,happy,surprise
1885,4782,happy,happy
1886,4783,happy,happy
1887,478,happy,surprise
1888,4796,happy,happy
1889,4836,happy,happy
1890,4875,happy,happy
1891,4893,happy,neutral
1892,489,happy,happy
1893,4911,happy,happy
1894,4921,happy,happy
1895,492,happy,happy
1896,4940,happy,happy
1897,495,happy,happy
1898,4964,happy,happy
1899,4967,happy,angry
1900,5005,happy,happy
1901,5006,happy,happy
1902,5029,happy,angry
1903,5046,happy,happy
1904,5057,happy,happy
1905,5058,happy,surprise
1906,5071,happy,happy
1907,5073,happy,happy
1908,5110,happy,happy
1909,511,happy,disgust
1910,5129,happy,happy
1911,5150,happy,happy
1912,516,happy,happy
1913,5174,happy,neutral
1914,5176,happy,happy
1915,517,happy,happy
1916,5183,happy,neutral
1917,5190,happy,happy
1918,51,happy,happy
1919,523,happy,happy
1920,5240,happy,happy
1921,5245,happy,happy
1922,5248,happy,happy
1923,5283,happy,surprise
1924,5287,happy,happy
1925,5288,happy,surprise
1926,5293,happy,happy
1927,5326,happy,happy
1928,5353,happy,happy
1929,5370,happy,neutral
1930,537,happy,happy
1931,5387,happy,surprise
1932,5400,happy,happy
1933,5404,happy,happy
1934,5405,happy,sad
1935,5414,happy,happy
1936,5416,happy,happy
1937,5419,happy,happy
1938,5440,happy,happy
1939,5454,happy,happy
1940,5455,happy,happy
1941,5462,happy,happy
1942,5469,happy,happy
1943,5475,happy,happy
1944,557,happy,angry
1945,571,happy,surprise
1946,581,happy,happy
1947,589,happy,surprise
1948,604,happy,happy
1949,614,happy,happy
1950,620,happy,happy
1951,630,happy,happy
1952,636,happy,happy
1953,63,happy,happy
1954,643,happy,happy
1955,646,happy,neutral
1956,648,happy,happy
1957,657,happy,happy
1958,658,happy,disgust
1959,660,happy,happy
1960,66,happy,happy
1961,671,happy,happy
1962,681,happy,happy
1963,684,happy,happy
1964,686,happy,happy
1965,693,happy,surprise
1966,703,happy,happy
1967,717,happy,happy
1968,720,happy,happy
1969,725,happy,happy
1970,743,happy,happy
1971,763,happy,happy
1972,791,happy,surprise
1973,794,happy,angry
1974,817,happy,happy
1975,827,happy,happy
1976,828,happy,happy
1977,831,happy,neutral
1978,838,happy,happy
1979,83,happy,happy
1980,840,happy,disgust
1981,844,happy,happy
1982,851,happy,happy
1983,875,happy,disgust
1984,881,happy,happy
1985,892,happy,happy
1986,895,happy,surprise
1987,898,happy,happy
1988,89,happy,happy
1989,939,happy,happy
1990,945,happy,happy
1991,953,happy,sad
1992,95,happy,surprise
1993,964,happy,happy
1994,972,happy,happy
1995,984,happy,happy
1996,986,happy,happy
1997,990,happy,happy
1998,994,happy,happy
1999,995,happy,happy
2000,0,neutral,sad
2001,1001,neutral,neutral
2002,1017,neutral,neutral
2003,1019,neutral,neutral
2004,1025,neutral,neutral
2005,1026,neutral,neutral
2006,1029,neutral,neutral
2007,1032,neutral,neutral
2008,1039,neutral,sad
2009,1041,neutral,happy
2010,1050,neutral,sad
2011,1103,neutral,surprise
2012,1106,neutral,angry
2013,1109,neutral,neutral
2014,1125,neutral,neutral
2015,1132,neutral,neutral
2016,1141,neutral,neutral
2017,1146,neutral,angry
2018,1155,neutral,neutral
2019,1159,neutral,neutral
2020,1161,neutral,sad
2021,1199,neutral,angry
2022,119,neutral,angry
2023,1200,neutral,sad
2024,1201,neutral,neutral
2025,1224,neutral,neutral
2026,1235,neutral,neutral
2027,1242,neutral,angry
2028,1244,neutral,sad
2029,1263,neutral,neutral
2030,1276,neutral,angry
2031,1282,neutral,neutral
2032,128,neutral,neutral
2033,1299,neutral,angry
2034,1301,neutral,neutral
2035,1304,neutral,surprise
2036,1310,neutral,neutral
2037,1318,neutral,angry
2038,1331,neutral,neutral
2039,1335,neutral,neutral
2040,1341,neutral,angry
2041,1342,neutral,neutral
2042,135,neutral,neutral
2043,1370,neutral,happy
2044,1388,neutral,neutral
2045,1407,neutral,surprise
2046,1414,neutral,happy
2047,1415,neutral,neutral
2048,1418,neutral,neutral
2049,1443,neutral,neutral
2050,1456,neutral,happy
2051,1458,neutral,neutral
2052,1460,neutral,surprise
2053,1462,neutral,neutral
2054,1472,neutral,surprise
2055,147,neutral,neutral
2056,1505,neutral,neutral
2057,1506,neutral,angry
2058,1509,neutral,happy
2059,150,neutral,angry
2060,1532,neutral,neutral
2061,1560,neutral,neutral
2062,1576,neutral,disgust
2063,1587,neutral,neutral
2064,158,neutral,neutral
2065,1591,neutral,neutral
2066,1606,neutral,neutral
2067,1623,neutral,neutral
2068,1624,neutral,neutral
2069,1635,neutral,surprise
2070,1640,neutral,neutral
2071,1643,neutral,neutral
2072,1655,neutral,surprise
2073,165,neutral,happy
2074,1661,neutral,neutral
2075,1663,neutral,sad
2076,1664,neutral,surprise
2077,1677,neutral,neutral
2078,1686,neutral,neutral
2079,1692,neutral,happy
2080,171,neutral,neutral
2081,1725,neutral,angry
2082,173,neutral,neutral
2083,1743,neutral,neutral
2084,1744,neutral,neutral
2085,1752,neutral,neutral
2086,1760,neutral,neutral
2087,1786,neutral,neutral
2088,1808,neutral,neutral
2089,1817,neutral,neutral
2090,1843,neutral,neutral
2091,184,neutral,neutral
2092,1851,neutral,neutral
2093,1856,neutral,neutral
2094,1861,neutral,neutral
2095,1867,neutral,sad
2096,1871,neutral,neutral
2097,1875,neutral,neutral
2098,1891,neutral,neutral
2099,1894,neutral,neutral
2100,189,neutral,surprise
2101,1904,neutral,sad
2102,1905,neutral,sad
2103,1909,neutral,neutral
2104,1918,neutral,happy
2105,1929,neutral,neutral
2106,1936,neutral,sad
2107,1938,neutral,neutral
2108,1949,neutral,neutral
2109,1958,neutral,surprise
2110,1959,neutral,neutral
2111,1981,neutral,angry
2112,1987,neutral,angry
2113,1990,neutral,neutral
2114,1993,neutral,neutral
2115,1,neutral,neutral
2116,2022,neutral,neutral
2117,2023,neutral,angry
2118,2036,neutral,neutral
2119,2042,neutral,angry
2120,2054,neutral,neutral
2121,2060,neutral,angry
2122,2062,neutral,neutral
2123,2087,neutral,surprise
2124,2104,neutral,neutral
2125,2105,neutral,neutral
2126,2108,neutral,angry
2127,2109,neutral,neutral
2128,2112,neutral,happy
2129,2143,neutral,neutral
2130,214,neutral,neutral
2131,2160,neutral,neutral
2132,2169,neutral,surprise
2133,2170,neutral,neutral
2134,2187,neutral,sad
2135,2201,neutral,neutral
2136,2203,neutral,neutral
2137,2204,neutral,neutral
2138,2224,neutral,neutral
2139,2243,neutral,neutral
2140,2248,neutral,neutral
2141,2258,neutral,neutral
2142,2277,neutral,neutral
2143,2288,neutral,neutral
2144,2293,neutral,surprise
2145,2314,neutral,neutral
2146,2326,neutral,angry
2147,2328,neutral,happy
2148,2343,neutral,neutral
2149,2345,neutral,angry
2150,2353,neutral,neutral
2151,2361,neutral,neutral
2152,2374,neutral,neutral
2153,2379,neutral,neutral
2154,2398,neutral,sad
2155,2427,neutral,surprise
2156,2433,neutral,neutral
2157,2434,neutral,surprise
2158,2452,neutral,neutral
2159,2478,neutral,surprise
2160,2482,neutral,neutral
2161,248,neutral,surprise
2162,2490,neutral,neutral
2163,2498,neutral,angry
2164,2520,neutral,sad
2165,2568,neutral,angry
2166,2576,neutral,neutral
2167,2595,neutral,neutral
2168,2603,neutral,neutral
2169,2628,neutral,neutral
2170,2638,neutral,angry
2171,2648,neutral,neutral
2172,2658,neutral,neutral
2173,2660,neutral,sad
2174,2665,neutral,sad
2175,2669,neutral,neutral
2176,2686,neutral,sad
2177,2689,neutral,sad
2178,2704,neutral,surprise
2179,2719,neutral,neutral
2180,2729,neutral,neutral
2181,2738,neutral,neutral
2182,2752,neutral,surprise
2183,2758,neutral,surprise
2184,276,neutral,neutral
2185,2771,neutral,neutral
2186,2775,neutral,neutral
2187,280,neutral,neutral
2188,2818,neutral,neutral
2189,2834,neutral,neutral
2190,2842,neutral,neutral
2191,2845,neutral,surprise
2192,2850,neutral,surprise
2193,2862,neutral,angry
2194,2866,neutral,neutral
2195,2873,neutral,neutral
2196,2890,neutral,sad
2197,2903,neutral,surprise
2198,2909,neutral,neutral
2199,2934,neutral,happy
2200,2941,neutral,neutral
2201,2950,neutral,neutral
2202,2962,neutral,neutral
2203,2971,neutral,neutral
2204,2977,neutral,neutral
2205,2988,neutral,neutral
2206,3001,neutral,angry
2207,3028,neutral,neutral
2208,3033,neutral,happy
2209,3038,neutral,happy
2210,3052,neutral,neutral
2211,3071,neutral,neutral
2212,3077,neutral,neutral
2213,3089,neutral,neutral
2214,3109,neutral,neutral
2215,3115,neutral,surprise
2216,3127,neutral,sad
2217,3132,neutral,neutral
2218,3141,neutral,neutral
2219,3145,neutral,neutral
2220,3157,neutral,neutral
2221,3173,neutral,surprise
2222,3176,neutral,neutral
2223,3185,neutral,angry
2224,31,neutral,neutral
2225,3203,neutral,angry
2226,320,neutral,neutral
2227,3217,neutral,angry
2228,3218,neutral,neutral
2229,321,neutral,fear
2230,3220,neutral,angry
2231,3227,neutral,happy
2232,3244,neutral,neutral
2233,3262,neutral,neutral
2234,3275,neutral,neutral
2235,3276,neutral,neutral
2236,3286,neutral,neutral
2237,3306,neutral,neutral
2238,331,neutral,neutral
2239,3333,neutral,neutral
2240,3338,neutral,neutral
2241,3340,neutral,sad
2242,3354,neutral,surprise
2243,3371,neutral,angry
2244,3374,neutral,angry
2245,3379,neutral,angry
2246,3400,neutral,neutral
2247,3408,neutral,surprise
2248,3413,neutral,neutral
2249,3459,neutral,sad
2250,3473,neutral,neutral
2251,3480,neutral,neutral
2252,3483,neutral,neutral
2253,3502,neutral,neutral
2254,3527,neutral,neutral
2255,3529,neutral,neutral
2256,3534,neutral,neutral
2257,3539,neutral,neutral
2258,3571,neutral,happy
2259,3584,neutral,neutral
2260,360,neutral,neutral
2261,3625,neutral,angry
2262,3636,neutral,angry
2263,3637,neutral,sad
2264,3639,neutral,surprise
2265,3654,neutral,sad
2266,3659,neutral,neutral
2267,365,neutral,neutral
2268,3663,neutral,happy
2269,3668,neutral,angry
2270,3669,neutral,neutral
2271,3680,neutral,sad
2272,3704,neutral,sad
2273,3718,neutral,neutral
2274,3719,neutral,surprise
2275,3722,neutral,neutral
2276,3735,neutral,neutral
2277,3756,neutral,neutral
2278,3760,neutral,neutral
2279,3763,neutral,neutral
2280,3810,neutral,neutral
2281,3819,neutral,neutral
2282,3820,neutral,neutral
2283,3824,neutral,neutral
2284,3826,neutral,happy
2285,3856,neutral,angry
2286,3861,neutral,neutral
2287,3900,neutral,neutral
2288,3905,neutral,neutral
2289,3907,neutral,neutral
2290,3910,neutral,neutral
2291,3921,neutral,neutral
2292,3929,neutral,neutral
2293,3931,neutral,neutral
2294,3936,neutral,angry
2295,3937,neutral,happy
2296,393,neutral,neutral
2297,3957,neutral,neutral
2298,3994,neutral,angry
2299,3996,neutral,neutral
2300,3,neutral,neutral
2301,4005,neutral,angry
