,Imagem,FEX-esperada,FEX-detectada
1182,878,fear,surprise
1183,924,fear,fear
1184,926,fear,fear
1185,936,fear,angry
1186,955,fear,surprise
1187,968,fear,surprise
1188,96,fear,happy
1189,98,fear,happy
1190,991,fear,angry
1191,1012,happy,surprise
1192,101,happy,disgust
1193,1043,happy,happy
1194,1052,happy,happy
1195,1085,happy,happy
1196,1086,happy,happy
1197,1087,happy,happy
1198,1099,happy,happy
1199,1107,happy,happy
1200,1140,happy,happy
1201,1147,happy,happy
1202,114,happy,happy
1203,116,happy,happy
1204,1171,happy,happy
1205,1181,happy,happy
1206,1186,happy,happy
1207,1192,happy,happy
1208,1197,happy,happy
1209,1232,happy,happy
1210,1246,happy,happy
1211,1248,happy,happy
1212,1250,happy,happy
1213,1259,happy,happy
1214,1284,happy,happy
1215,1291,happy,happy
1216,1309,happy,happy
1217,1343,happy,happy
1218,1349,happy,happy
1219,136,happy,happy
1220,1374,happy,happy
1221,1417,happy,happy
1222,1432,happy,happy
1223,1446,happy,happy
1224,1448,happy,happy
1225,1459,happy,happy
1226,1464,happy,sad
1227,1468,happy,happy
1228,146,happy,happy
1229,1488,happy,happy
1230,1491,happy,happy
1231,1501,happy,happy
1232,1517,happy,neutral
1233,151,happy,happy
1234,1541,happy,happy
1235,1545,happy,happy
1236,1549,happy,angry
1237,1561,happy,neutral
1238,1570,happy,happy
1239,1573,happy,happy
1240,1578,happy,happy
1241,1580,happy,happy
1242,1581,happy,happy
1243,1600,happy,happy
1244,1603,happy,happy
1245,1610,happy,happy
1246,1618,happy,angry
1247,1625,happy,happy
1248,1644,happy,happy
1249,1647,happy,happy
1250,1651,happy,happy
1251,1662,happy,happy
1252,1693,happy,happy
1253,16,happy,happy
1254,1700,happy,happy
1255,1706,happy,happy
1256,1714,happy,happy
1257,1740,happy,happy
1258,1747,happy,happy
1259,1750,happy,sad
1260,1770,happy,happy
1261,1776,happy,happy
1262,1801,happy,happy
1263,180,happy,happy
1264,1824,happy,happy
1265,182,happy,surprise
1266,1831,happy,happy
1267,1832,happy,happy
1268,1849,happy,happy
1269,1879,happy,happy
1270,1884,happy,happy
1271,1888,happy,neutral
1272,1889,happy,happy
1273,1898,happy,happy
1274,1901,happy,sad
1275,1989,happy,happy
1276,1992,happy,surprise
1277,1994,happy,neutral
1278,1997,happy,happy
1279,2003,happy,happy
1280,2006,happy,happy
1281,2015,happy,happy
1282,2049,happy,happy
1283,2061,happy,happy
1284,2064,happy,happy
1285,2065,happy,happy
1286,2080,happy,happy
1287,2113,happy,surprise
1288,2115,happy,happy
1289,2121,happy,happy
1290,2153,happy,happy
1291,2164,happy,happy
1292,2167,happy,happy
1293,2177,happy,happy
1294,218,happy,sad
1295,2208,happy,happy
1296,2209,happy,happy
1297,2230,happy,disgust
1298,2237,happy,happy
1299,2255,happy,sad
1300,2271,happy,happy
1301,2282,happy,happy
1302,2285,happy,happy
1303,2306,happy,happy
1304,2311,happy,happy
1305,2322,happy,surprise
1306,2346,happy,happy
1307,2372,happy,happy
1308,2403,happy,happy
1309,2428,happy,happy
1310,2457,happy,happy
1311,2459,happy,happy
1312,2473,happy,happy
1313,2476,happy,happy
1314,2487,happy,happy
1315,2492,happy,happy
1316,249,happy,happy
1317,2507,happy,sad
1318,2521,happy,neutral
1319,2534,happy,happy
1320,2542,happy,happy
1321,2543,happy,happy
1322,2564,happy,happy
1323,256,happy,surprise
1324,2580,happy,surprise
1325,2584,happy,happy
1326,2589,happy,happy
1327,2598,happy,neutral
1328,2601,happy,happy
1329,2615,happy,happy
1330,2622,happy,happy
1331,2681,happy,happy
1332,2684,happy,happy
1333,2690,happy,happy
1334,2699,happy,surprise
1335,2713,happy,happy
1336,2714,happy,happy
1337,2732,happy,happy
1338,2746,happy,happy
1339,2754,happy,happy
1340,2756,happy,happy
1341,2757,happy,happy
1342,2761,happy,happy
1343,2778,happy,happy
1344,2780,happy,happy
1345,2787,happy,happy
1346,2805,happy,happy
1347,2808,happy,happy
1348,2838,happy,happy
1349,2858,happy,happy
1350,2872,happy,happy
1351,2891,happy,happy
1352,2896,happy,happy
1353,2898,happy,happy
1354,2904,happy,happy
1355,2970,happy,happy
1356,297,happy,happy
1357,3012,happy,happy
1358,3020,happy,happy
1359,3027,happy,happy
1360,3046,happy,happy
1361,3051,happy,happy
1362,3053,happy,happy
1363,3076,happy,happy
1364,3083,happy,happy
1365,310,happy,happy
1366,3133,happy,happy
1367,3136,happy,happy
1368,3165,happy,happy
1369,3172,happy,happy
1370,3181,happy,happy
1371,3189,happy,happy
1372,3204,happy,happy
1373,3209,happy,happy
1374,3212,happy,happy
1375,3235,happy,happy
1376,3237,happy,happy
1377,3241,happy,happy
1378,3254,happy,disgust
1379,3280,happy,happy
1380,3282,happy,happy
1381,3294,happy,happy
1382,3297,happy,happy
1383,3332,happy,happy
1384,3337,happy,happy
1385,3341,happy,neutral
1386,3346,happy,happy
1387,3351,happy,happy
1388,335,happy,happy
1389,337,happy,happy
1390,3398,happy,happy
1391,3407,happy,happy
1392,3428,happy,happy
1393,3449,happy,happy
1394,3472,happy,happy
1395,3482,happy,happy
1396,3485,happy,happy
1397,3491,happy,happy
1398,3492,happy,happy
1399,349,happy,surprise
1400,3500,happy,happy
1401,3503,happy,happy
1402,3509,happy,happy
1403,350,happy,happy
1404,3546,happy,happy
1405,3580,happy,happy
1406,3598,happy,happy
1407,35,happy,happy
1408,3601,happy,happy
1409,362,happy,happy
1410,3649,happy,happy
1411,3652,happy,happy
1412,3655,happy,happy
1413,3656,happy,happy
1414,3660,happy,happy
1415,3665,happy,neutral
1416,3666,happy,happy
1417,3671,happy,happy
1418,3677,happy,happy
1419,3688,happy,happy
1420,3697,happy,happy
1421,3700,happy,happy
1422,3708,happy,happy
1423,3727,happy,happy
1424,3729,happy,happy
1425,3730,happy,happy
1426,3755,happy,happy
1427,3759,happy,happy
1428,375,happy,happy
1429,3766,happy,happy
1430,376,happy,happy
1431,3772,happy,happy
1432,3798,happy,happy
1433,3827,happy,happy
1434,3846,happy,happy
1435,384,happy,happy
1436,3877,happy,disgust
1437,387,happy,happy
1438,3887,happy,happy
1439,3891,happy,happy
1440,3899,happy,happy
1441,3912,happy,happy
1442,3965,happy,disgust
1443,3995,happy,happy
1444,4008,happy,happy
1445,4011,happy,neutral
1446,4016,happy,happy
1447,4022,happy,happy
1448,4041,happy,happy
1449,4071,happy,happy
1450,4080,happy,happy
1451,4105,happy,disgust
1452,4121,happy,happy
1453,4136,happy,happy
1454,4147,happy,happy
1455,4163,happy,neutral
1456,4173,happy,happy
1457,4176,happy,happy
1458,4178,happy,happy
1459,417,happy,happy
1460,4194,happy,happy
1461,4217,happy,happy
1462,4221,happy,happy
1463,4225,happy,neutral
1464,4244,happy,happy
1465,4252,happy,happy
1466,4259,happy,surprise
1467,4260,happy,happy
1468,4277,happy,happy
1469,4293,happy,happy
1470,4296,happy,happy
1471,4303,happy,happy
1472,4318,happy,happy
1473,4323,happy,neutral
1474,4327,happy,happy
1475,4352,happy,happy
1476,4357,happy,surprise
1477,4365,happy,happy
1478,4395,happy,happy
1479,4404,happy,happy
1480,4418,happy,happy
1481,441,happy,happy
1482,4431,happy,surprise
1483,4441,happy,surprise
1484,4451,happy,happy
1485,4479,happy,happy
1486,4505,happy,happy
1487,450,happy,happy
1488,4512,happy,happy
1489,4527,happy,happy
1490,4529,happy,happy
1491,4532,happy,happy
1492,4536,happy,happy
1493,4558,happy,happy
1494,4561,happy,happy
1495,456,happy,happy
1496,4575,happy,happy
1497,4587,happy,happy
1498,460,happy,happy
1499,4610,happy,happy
1500,4639,happy,happy
1501,4641,happy,happy
1502,4654,happy,happy
1503,465,happy,happy
1504,4671,happy,happy
1505,4680,happy,happy
1506,4704,happy,happy
1507,4719,happy,happy
1508,4720,happy,happy
1509,4722,happy,happy
1510,4725,happy,happy
1511,4754,happy,happy
1512,4775,happy,surprise
1513,4782,happy,happy
1514,4783,happy,happy
1515,478,happy,surprise
1516,4796,happy,happy
1517,4836,happy,happy
1518,4875,happy,disgust
1519,4893,happy,happy
1520,489,happy,happy
1521,4911,happy,happy
1522,4921,happy,happy
1523,4940,happy,happy
1524,495,happy,happy
1525,4964,happy,happy
1526,5005,happy,happy
1527,5006,happy,happy
1528,5029,happy,disgust
1529,5046,happy,happy
1530,5057,happy,disgust
1531,5058,happy,surprise
1532,5073,happy,happy
1533,5110,happy,happy
1534,511,happy,happy
1535,5129,happy,happy
1536,5150,happy,happy
1537,516,happy,happy
1538,5176,happy,happy
1539,517,happy,disgust
1540,5183,happy,neutral
1541,51,happy,happy
1542,523,happy,happy
1543,5240,happy,happy
1544,5245,happy,happy
1545,5248,happy,happy
1546,5283,happy,surprise
1547,5287,happy,happy
1548,5293,happy,happy
1549,5326,happy,happy
1550,5353,happy,happy
1551,5370,happy,happy
1552,537,happy,happy
1553,5387,happy,neutral
1554,5400,happy,happy
1555,5404,happy,happy
1556,5405,happy,sad
1557,5414,happy,happy
1558,5419,happy,happy
1559,5440,happy,neutral
1560,5454,happy,disgust
1561,5455,happy,happy
1562,5462,happy,happy
1563,5469,happy,happy
1564,5475,happy,happy
1565,557,happy,neutral
1566,571,happy,happy
1567,581,happy,happy
1568,589,happy,surprise
1569,604,happy,happy
1570,614,happy,happy
1571,620,happy,happy
1572,630,happy,happy
1573,636,happy,happy
1574,643,happy,happy
1575,646,happy,neutral
1576,648,happy,happy
1577,658,happy,disgust
1578,660,happy,happy
1579,66,happy,happy
1580,671,happy,happy
1581,681,happy,happy
1582,684,happy,happy
1583,686,happy,happy
1584,703,happy,happy
1585,717,happy,happy
1586,720,happy,happy
1587,725,happy,happy
1588,763,happy,happy
1589,794,happy,happy
1590,817,happy,happy
1591,827,happy,happy
1592,828,happy,happy
1593,831,happy,happy
1594,838,happy,happy
1595,83,happy,happy
1596,844,happy,happy
1597,875,happy,happy
1598,892,happy,happy
1599,895,happy,neutral
1600,898,happy,happy
1601,89,happy,happy
1602,945,happy,happy
1603,953,happy,sad
1604,972,happy,happy
1605,986,happy,happy
1606,994,happy,happy
1607,995,happy,happy
1608,0,neutral,neutral
1609,1001,neutral,neutral
1610,1017,neutral,neutral
1611,1019,neutral,neutral
1612,1025,neutral,neutral
1613,1029,neutral,neutral
1614,1039,neutral,sad
1615,1041,neutral,surprise
1616,1050,neutral,sad
1617,1106,neutral,sad
1618,1109,neutral,neutral
1619,1125,neutral,angry
1620,1141,neutral,sad
1621,1155,neutral,neutral
1622,1159,neutral,neutral
1623,1161,neutral,sad
1624,1199,neutral,disgust
1625,119,neutral,neutral
1626,1200,neutral,neutral
1627,1224,neutral,neutral
1628,1235,neutral,angry
1629,1242,neutral,surprise
1630,1263,neutral,neutral
1631,1276,neutral,neutral
1632,1282,neutral,neutral
1633,1299,neutral,neutral
1634,1301,neutral,sad
1635,1304,neutral,neutral
1636,1310,neutral,neutral
1637,1318,neutral,surprise
1638,1331,neutral,neutral
1639,1335,neutral,neutral
1640,1342,neutral,neutral
1641,135,neutral,neutral
1642,1370,neutral,happy
1643,1388,neutral,neutral
1644,1407,neutral,neutral
1645,1414,neutral,angry
1646,1415,neutral,surprise
1647,1418,neutral,neutral
1648,1443,neutral,neutral
1649,1456,neutral,happy
1650,1458,neutral,angry
1651,1460,neutral,fear
1652,1462,neutral,disgust
1653,1472,neutral,neutral
1654,147,neutral,neutral
1655,1505,neutral,sad
1656,1509,neutral,happy
1657,1532,neutral,neutral
1658,158,neutral,neutral
1659,1591,neutral,neutral
1660,1606,neutral,neutral
1661,1623,neutral,neutral
1662,1624,neutral,neutral
1663,1635,neutral,neutral
1664,1640,neutral,neutral
1665,1643,neutral,neutral
1666,1655,neutral,neutral
1667,165,neutral,sad
1668,1661,neutral,neutral
1669,1663,neutral,sad
1670,1664,neutral,surprise
1671,1677,neutral,sad
1672,1686,neutral,neutral
1673,1692,neutral,happy
1674,171,neutral,neutral
1675,173,neutral,angry
1676,1743,neutral,happy
1677,1744,neutral,neutral
1678,1752,neutral,neutral
1679,1786,neutral,neutral
1680,1808,neutral,neutral
1681,1843,neutral,sad
1682,184,neutral,neutral
1683,1851,neutral,neutral
1684,1856,neutral,neutral
1685,1861,neutral,neutral
1686,1871,neutral,neutral
1687,1875,neutral,neutral
1688,1891,neutral,neutral
1689,1894,neutral,neutral
1690,189,neutral,surprise
1691,1904,neutral,neutral
1692,1905,neutral,sad
1693,1909,neutral,angry
1694,1918,neutral,neutral
1695,1929,neutral,neutral
1696,1949,neutral,neutral
1697,1958,neutral,surprise
1698,1959,neutral,neutral
1699,1981,neutral,neutral
1700,1987,neutral,disgust
1701,1993,neutral,sad
1702,1,neutral,neutral
1703,2022,neutral,neutral
1704,2023,neutral,angry
1705,2036,neutral,neutral
1706,2042,neutral,neutral
1707,2054,neutral,neutral
1708,2060,neutral,neutral
1709,2087,neutral,disgust
1710,2104,neutral,surprise
1711,2108,neutral,neutral
1712,2109,neutral,neutral
1713,2112,neutral,happy
1714,2143,neutral,neutral
1715,214,neutral,neutral
1716,2160,neutral,sad
1717,2169,neutral,surprise
1718,2170,neutral,disgust
1719,2187,neutral,sad
1720,2201,neutral,neutral
1721,2203,neutral,angry
1722,2204,neutral,neutral
1723,2224,neutral,neutral
1724,2243,neutral,neutral
1725,2248,neutral,angry
1726,2258,neutral,neutral
1727,2277,neutral,neutral
1728,2293,neutral,surprise
1729,2314,neutral,neutral
1730,2326,neutral,disgust
1731,2328,neutral,neutral
1732,2345,neutral,neutral
1733,2353,neutral,neutral
1734,2361,neutral,angry
1735,2374,neutral,disgust
1736,2379,neutral,neutral
1737,2433,neutral,neutral
1738,2452,neutral,neutral
1739,2478,neutral,surprise
1740,2482,neutral,neutral
1741,248,neutral,surprise
1742,2498,neutral,angry
1743,2520,neutral,sad
1744,2576,neutral,neutral
1745,2595,neutral,sad
1746,2603,neutral,neutral
1747,2648,neutral,angry
1748,2658,neutral,neutral
1749,2660,neutral,neutral
1750,2665,neutral,sad
1751,2669,neutral,neutral
1752,2686,neutral,sad
1753,2689,neutral,sad
1754,2704,neutral,surprise
1755,2719,neutral,sad
1756,2738,neutral,neutral
1757,2752,neutral,neutral
1758,2758,neutral,neutral
1759,276,neutral,neutral
1760,2771,neutral,angry
1761,2775,neutral,neutral
1762,280,neutral,neutral
1763,2818,neutral,neutral
1764,2834,neutral,disgust
1765,2842,neutral,neutral
1766,2845,neutral,surprise
1767,2862,neutral,angry
1768,2866,neutral,neutral
1769,2873,neutral,neutral
1770,2890,neutral,sad
1771,2903,neutral,neutral
1772,2909,neutral,neutral
1773,2934,neutral,sad
1774,2941,neutral,neutral
1775,2950,neutral,neutral
1776,2962,neutral,angry
1777,2971,neutral,neutral
1778,2977,neutral,sad
1779,3001,neutral,sad
1780,3028,neutral,neutral
1781,3033,neutral,neutral
1782,3052,neutral,happy
1783,3071,neutral,neutral
1784,3077,neutral,neutral
1785,3089,neutral,surprise
1786,3109,neutral,neutral
1787,3115,neutral,surprise
1788,3127,neutral,sad
1789,3132,neutral,neutral
1790,3141,neutral,neutral
1791,3145,neutral,neutral
1792,3157,neutral,neutral
1793,3173,neutral,surprise
1794,3176,neutral,sad
1795,3185,neutral,angry
1796,31,neutral,neutral
1797,3203,neutral,happy
1798,320,neutral,neutral
1799,3217,neutral,happy
1800,3218,neutral,neutral
1801,321,neutral,angry
1802,3220,neutral,neutral
1803,3227,neutral,happy
1804,3244,neutral,neutral
1805,3275,neutral,neutral
1806,3276,neutral,neutral
1807,3306,neutral,happy
1808,331,neutral,neutral
1809,3333,neutral,neutral
1810,3338,neutral,sad
1811,3354,neutral,neutral
1812,3371,neutral,angry
1813,3374,neutral,angry
1814,3379,neutral,neutral
1815,3400,neutral,disgust
1816,3413,neutral,neutral
1817,3459,neutral,surprise
1818,3473,neutral,neutral
1819,3480,neutral,neutral
1820,3483,neutral,neutral
1821,3502,neutral,neutral
1822,3527,neutral,neutral
1823,3529,neutral,neutral
1824,3539,neutral,neutral
1825,3571,neutral,happy
1826,3584,neutral,neutral
1827,360,neutral,surprise
1828,3625,neutral,angry
1829,3636,neutral,disgust
1830,3637,neutral,sad
1831,3654,neutral,neutral
1832,3659,neutral,neutral
1833,365,neutral,neutral
1834,3663,neutral,happy
1835,3704,neutral,sad
1836,3719,neutral,surprise
1837,3722,neutral,neutral
1838,3735,neutral,neutral
1839,3756,neutral,sad
1840,3760,neutral,neutral
1841,3810,neutral,neutral
1842,3826,neutral,happy
1843,3900,neutral,surprise
1844,3905,neutral,neutral
1845,3907,neutral,neutral
1846,3921,neutral,neutral
1847,3929,neutral,neutral
1848,3931,neutral,neutral
1849,3936,neutral,angry
1850,3937,neutral,angry
1851,393,neutral,neutral
1852,3957,neutral,neutral
1853,3994,neutral,neutral
1854,3,neutral,neutral
1855,4009,neutral,disgust
1856,4013,neutral,happy
1857,4036,neutral,neutral
1858,4059,neutral,angry
1859,4079,neutral,neutral
1860,4083,neutral,neutral
1861,4087,neutral,neutral
1862,4113,neutral,neutral
1863,4124,neutral,neutral
1864,4125,neutral,disgust
1865,4135,neutral,angry
1866,4138,neutral,sad
1867,4186,neutral,neutral
1868,4195,neutral,happy
1869,4205,neutral,sad
1870,4208,neutral,neutral
1871,4212,neutral,neutral
1872,4224,neutral,neutral
1873,4231,neutral,surprise
1874,4247,neutral,angry
1875,4254,neutral,neutral
1876,4276,neutral,sad
1877,4280,neutral,neutral
1878,4286,neutral,neutral
1879,428,neutral,angry
1880,4300,neutral,angry
1881,430,neutral,angry
1882,4317,neutral,neutral
1883,4319,neutral,happy
1884,432,neutral,fear
1885,4412,neutral,surprise
1886,442,neutral,neutral
1887,4434,neutral,neutral
1888,446,neutral,neutral
1889,4471,neutral,neutral
1890,4493,neutral,happy
1891,4508,neutral,neutral
1892,4511,neutral,disgust
1893,4525,neutral,neutral
1894,4565,neutral,neutral
1895,4573,neutral,angry
1896,4586,neutral,neutral
1897,4604,neutral,neutral
1898,4605,neutral,sad
1899,4620,neutral,neutral
1900,4628,neutral,neutral
1901,4630,neutral,sad
1902,4640,neutral,happy
1903,4656,neutral,happy
1904,4687,neutral,angry
1905,4697,neutral,happy
1906,4710,neutral,neutral
1907,4718,neutral,happy
1908,4723,neutral,neutral
1909,4732,neutral,neutral
1910,4748,neutral,happy
1911,4750,neutral,neutral
1912,475,neutral,surprise
1913,4768,neutral,neutral
1914,4771,neutral,happy
1915,4773,neutral,angry
1916,4776,neutral,neutral
1917,4791,neutral,neutral
1918,4797,neutral,neutral
1919,4804,neutral,neutral
1920,4811,neutral,sad
1921,4822,neutral,neutral
1922,4848,neutral,happy
1923,4862,neutral,neutral
1924,4863,neutral,neutral
1925,4867,neutral,angry
1926,4919,neutral,sad
1927,4920,neutral,neutral
1928,4926,neutral,neutral
1929,4934,neutral,neutral
1930,4937,neutral,disgust
1931,4953,neutral,happy
1932,496,neutral,surprise
1933,4984,neutral,surprise
1934,4990,neutral,surprise
1935,499,neutral,sad
1936,5008,neutral,angry
1937,5028,neutral,sad
1938,5034,neutral,neutral
1939,5072,neutral,surprise
1940,5079,neutral,happy
1941,509,neutral,neutral
1942,5104,neutral,sad
1943,5134,neutral,happy
1944,5137,neutral,neutral
1945,5141,neutral,angry
1946,5144,neutral,neutral
1947,5180,neutral,angry
1948,5184,neutral,angry
1949,5192,neutral,happy
1950,5217,neutral,surprise
1951,5226,neutral,neutral
1952,522,neutral,neutral
1953,5241,neutral,neutral
1954,524,neutral,neutral
1955,5263,neutral,neutral
1956,5265,neutral,neutral
1957,5271,neutral,sad
1958,5280,neutral,surprise
1959,5328,neutral,neutral
1960,5331,neutral,neutral
1961,5339,neutral,neutral
1962,5340,neutral,neutral
1963,5348,neutral,neutral
1964,5352,neutral,neutral
1965,5355,neutral,angry
1966,5380,neutral,neutral
1967,5388,neutral,surprise
1968,5409,neutral,surprise
1969,5411,neutral,happy
1970,5412,neutral,happy
1971,5431,neutral,happy
1972,5432,neutral,sad
1973,5435,neutral,neutral
1974,5445,neutral,surprise
1975,5450,neutral,sad
1976,5461,neutral,neutral
1977,5470,neutral,happy
1978,5489,neutral,neutral
1979,558,neutral,angry
1980,561,neutral,neutral
1981,583,neutral,neutral
1982,593,neutral,neutral
1983,632,neutral,neutral
1984,634,neutral,neutral
1985,659,neutral,sad
1986,662,neutral,neutral
1987,663,neutral,neutral
1988,674,neutral,neutral
1989,689,neutral,neutral
1990,710,neutral,disgust
1991,723,neutral,surprise
1992,730,neutral,angry
1993,750,neutral,neutral
1994,751,neutral,angry
1995,764,neutral,neutral
1996,768,neutral,neutral
1997,770,neutral,neutral
1998,77,neutral,neutral
1999,78,neutral,happy
2000,790,neutral,neutral
2001,803,neutral,disgust
2002,867,neutral,sad
2003,868,neutral,neutral
2004,876,neutral,neutral
2005,906,neutral,angry
2006,947,neutral,happy
2007,961,neutral,sad
2008,979,neutral,happy
2009,9,neutral,sad
2010,1007,sad,neutral
2011,1010,sad,sad
2012,1016,sad,neutral
2013,1022,sad,disgust
2014,1023,sad,surprise
2015,102,sad,sad
2016,1034,sad,sad
2017,1036,sad,disgust
2018,1038,sad,sad
2019,103,sad,sad
2020,1045,sad,angry
2021,104,sad,neutral
2022,105,sad,sad
2023,1061,sad,neutral
2024,1074,sad,surprise
2025,107,sad,sad
2026,1088,sad,sad
2027,1089,sad,happy
2028,1090,sad,sad
2029,1095,sad,sad
2030,1096,sad,sad
2031,109,sad,neutral
2032,112,sad,sad
2033,1138,sad,sad
2034,1149,sad,sad
2035,1169,sad,sad
2036,118,sad,sad
2037,1206,sad,neutral
2038,1208,sad,sad
2039,1245,sad,neutral
2040,1261,sad,neutral
2041,1293,sad,sad
2042,130,sad,sad
2043,1326,sad,sad
2044,1330,sad,sad
2045,1350,sad,neutral
2046,1380,sad,sad
2047,1400,sad,sad
2048,1411,sad,sad
2049,1412,sad,sad
2050,1421,sad,sad
2051,1429,sad,neutral
2052,1447,sad,neutral
2053,1450,sad,fear
2054,1452,sad,sad
2055,1469,sad,disgust
2056,1480,sad,sad
2057,149,sad,neutral
2058,1502,sad,sad
2059,1518,sad,sad
2060,1523,sad,sad
2061,1524,sad,surprise
2062,1533,sad,sad
2063,1536,sad,sad
2064,1547,sad,sad
2065,1590,sad,neutral
2066,1599,sad,sad
2067,1609,sad,sad
2068,1629,sad,surprise
2069,1632,sad,sad
2070,1637,sad,sad
2071,1646,sad,sad
2072,1668,sad,sad
2073,1675,sad,angry
2074,1679,sad,angry
2075,167,sad,neutral
2076,1685,sad,sad
2077,1701,sad,sad
2078,1716,sad,neutral
2079,1718,sad,neutral
2080,1727,sad,sad
2081,1739,sad,sad
2082,1751,sad,sad
2083,1764,sad,neutral
2084,1777,sad,disgust
2085,1779,sad,happy
2086,1789,sad,neutral
2087,1793,sad,surprise
2088,179,sad,sad
2089,1844,sad,sad
2090,1878,sad,sad
2091,1881,sad,neutral
2092,188,sad,neutral
2093,1893,sad,disgust
2094,1896,sad,neutral
2095,1914,sad,angry
2096,1916,sad,neutral
2097,1919,sad,happy
2098,1924,sad,neutral
2099,1931,sad,neutral
2100,1937,sad,disgust
2101,1965,sad,sad
2102,1972,sad,happy
2103,1976,sad,angry
2104,19,sad,angry
2105,200,sad,neutral
2106,2039,sad,sad
2107,2045,sad,sad
2108,2046,sad,sad
2109,2059,sad,neutral
2110,2067,sad,surprise
2111,2085,sad,sad
2112,2094,sad,sad
2113,2097,sad,neutral
2114,2098,sad,disgust
2115,2106,sad,sad
2116,2122,sad,neutral
2117,2132,sad,neutral
2118,2136,sad,angry
2119,2171,sad,sad
2120,2185,sad,angry
2121,219,sad,sad
2122,220,sad,neutral
2123,223,sad,neutral
2124,225,sad,sad
2125,2265,sad,angry
2126,2272,sad,sad
2127,2276,sad,sad
2128,228,sad,sad
2129,2299,sad,sad
2130,2316,sad,angry
2131,232,sad,sad
2132,2330,sad,neutral
2133,2368,sad,disgust
2134,236,sad,neutral
2135,2375,sad,sad
2136,2390,sad,sad
2137,2394,sad,sad
2138,2417,sad,neutral
2139,2420,sad,sad
2140,2431,sad,angry
2141,2436,sad,sad
2142,2443,sad,disgust
2143,2445,sad,surprise
2144,244,sad,sad
2145,2450,sad,sad
2146,2469,sad,sad
2147,2479,sad,angry
2148,2486,sad,neutral
2149,24,sad,neutral
2150,2525,sad,sad
2151,2527,sad,surprise
2152,2536,sad,sad
2153,2561,sad,neutral
2154,2609,sad,neutral
2155,2613,sad,sad
2156,2646,sad,neutral
2157,264,sad,sad
2158,2663,sad,sad
2159,2688,sad,angry
2160,2692,sad,sad
2161,26,sad,neutral
2162,2709,sad,sad
2163,2716,sad,neutral
2164,2718,sad,neutral
2165,2734,sad,neutral
2166,2767,sad,sad
2167,2788,sad,sad
2168,2794,sad,neutral
2169,27,sad,sad
2170,2811,sad,sad
2171,2819,sad,angry
2172,2827,sad,sad
2173,2836,sad,surprise
2174,2839,sad,sad
2175,2840,sad,sad
2176,2851,sad,angry
2177,2865,sad,sad
2178,2871,sad,sad
2179,2905,sad,sad
2180,2906,sad,neutral
2181,2918,sad,sad
2182,2942,sad,happy
2183,2944,sad,sad
2184,2957,sad,sad
2185,2967,sad,neutral
2186,2968,sad,sad
2187,2975,sad,sad
2188,2980,sad,sad
2189,3010,sad,disgust
2190,3034,sad,sad
2191,3042,sad,neutral
2192,3067,sad,fear
2193,3072,sad,sad
2194,3075,sad,neutral
2195,3080,sad,disgust
2196,3099,sad,neutral
2197,313,sad,sad
2198,3158,sad,surprise
2199,3166,sad,sad
2200,3174,sad,sad
2201,3175,sad,disgust
2202,3195,sad,sad
2203,319,sad,sad
2204,3202,sad,sad
2205,3222,sad,sad
2206,322,sad,sad
2207,3233,sad,neutral
2208,3256,sad,neutral
2209,3257,sad,sad
2210,3264,sad,happy
2211,327,sad,happy
2212,3309,sad,neutral
2213,3316,sad,angry
2214,3321,sad,angry
2215,3326,sad,angry
2216,333,sad,happy
2217,3365,sad,sad
2218,3388,sad,sad
2219,3411,sad,neutral
2220,3423,sad,neutral
2221,3438,sad,disgust
2222,3439,sad,sad
2223,3453,sad,sad
2224,3468,sad,sad
2225,3469,sad,sad
2226,3477,sad,angry
2227,3494,sad,sad
2228,3518,sad,sad
2229,3519,sad,sad
2230,3524,sad,sad
2231,3581,sad,surprise
2232,3586,sad,sad
2233,358,sad,sad
2234,3643,sad,surprise
2235,3661,sad,sad
2236,3681,sad,disgust
2237,3685,sad,sad
2238,3689,sad,sad
2239,3690,sad,sad
2240,3696,sad,sad
2241,3716,sad,neutral
2242,3723,sad,neutral
2243,3764,sad,disgust
2244,3777,sad,neutral
2245,3779,sad,sad
2246,3795,sad,disgust
2247,379,sad,sad
2248,37,sad,sad
2249,3853,sad,sad
2250,3889,sad,angry
2251,3908,sad,sad
2252,390,sad,disgust
2253,3932,sad,neutral
2254,3935,sad,sad
2255,3938,sad,sad
2256,3943,sad,sad
2257,3946,sad,sad
2258,3948,sad,sad
2259,3968,sad,disgust
2260,3975,sad,neutral
2261,3982,sad,angry
2262,4027,sad,sad
2263,402,sad,sad
2264,4031,sad,sad
2265,4044,sad,sad
2266,4046,sad,sad
2267,4048,sad,happy
2268,4061,sad,sad
2269,4066,sad,neutral
2270,4070,sad,sad
2271,4091,sad,happy
2272,4098,sad,sad
2273,4107,sad,sad
2274,4110,sad,sad
2275,4130,sad,sad
2276,413,sad,sad
2277,4145,sad,sad
2278,416,sad,sad
2279,4174,sad,sad
2280,4193,sad,angry
2281,4198,sad,neutral
2282,4223,sad,sad
2283,422,sad,fear
2284,4245,sad,sad
2285,427,sad,sad
2286,42,sad,sad
2287,4308,sad,sad
2288,4312,sad,sad
2289,433,sad,neutral
2290,4343,sad,sad
2291,4370,sad,happy
2292,4406,sad,neutral
2293,4414,sad,sad
2294,4466,sad,sad
